Customer ID,recency,frequency,monetary,spend_last_30d,spend_prior_30d,spend_velocity,purchase_interval_std,unique_products,unique_categories,weekend_ratio,avg_unit_price,whale_score,return_rate,avg_hour
12346.0,325,1,77183.6,0.0,0.0,0.0,0.0,1,1,0.0,1.04,5066.477378154379,0.0,10.0
12347.0,1,6,302.6,20.4,97.2,0.20987654320987653,39.178832963488745,16,15,0.0,2.041875,0.9472124721672439,0.0,12.6875
12348.0,248,3,423.52,0.0,0.0,0.0,35.07610772781572,4,3,0.0,10.4575,6.383017380009896,0.0,14.5
12349.0,18,1,150.45,150.45,0.0,150.45,0.0,6,6,0.0,7.5,0.26169233465281216,0.0,9.0
12350.0,309,1,42.900000000000006,0.0,0.0,0.0,0.0,2,2,0.0,2.5250000000000004,0.6144080900544285,0.0,16.0
12352.0,35,6,324.18,0.0,19.9,0.0,64.74418525095149,8,7,0.0,31.73625,0.33280438211281543,0.0,14.625
12353.0,203,1,17.700000000000003,0.0,0.0,0.0,0.0,1,1,0.0,2.95,0.409605393369619,0.0,17.0
12354.0,231,1,54.1,0.0,0.0,0.0,0.0,3,3,0.0,2.3266666666666667,0.5461405244928254,0.0,13.0
12356.0,22,3,238.05,32.849999999999994,0.0,32.849999999999994,104.69479452198185,5,5,0.0,4.67,1.4609259030183077,0.0,9.4
12357.0,32,1,526.58,0.0,526.58,0.0,0.0,11,7,1.0,5.059090909090909,1.7811628469254643,0.0,16.0
12358.0,1,2,157.8,142.8,0.0,142.8,0.0,2,2,0.0,4.85,0.9557459178624443,0.0,10.0
12359.0,57,4,973.66,0.0,400.81,0.0,27.82180137192679,39,18,0.0,8.41775,0.40448532595249875,0.2,12.55
12360.0,51,3,404.35,0.0,309.35,0.0,27.427426716039847,14,11,0.0,5.728666666666667,0.48242412996866235,0.0,13.533333333333333
12361.0,286,1,17.700000000000003,0.0,0.0,0.0,0.0,1,1,0.0,2.95,0.409605393369619,0.0,13.0
12362.0,2,10,542.8,20.2,263.18,0.07675355270157307,20.708962096423644,29,18,0.0,4.10448275862069,0.5979297121602485,0.09090909090909091,12.03448275862069
12364.0,7,3,144.24,26.04,48.0,0.5425,26.33845640340917,9,7,0.3333333333333333,0.8622222222222222,1.28949846060806,0.0,13.333333333333334
12365.0,290,1,20.04,0.0,0.0,0.0,0.0,2,2,0.0,0.835,0.819210786739238,0.0,13.0
12367.0,3,1,23.4,23.4,0.0,23.4,0.0,1,1,0.0,1.95,0.819210786739238,0.0,16.0
12370.0,50,3,308.85,0.0,61.7,0.0,69.5197813575388,11,9,0.0,2.9166666666666665,0.6997425470064325,0.0,12.5
12371.0,59,1,231.36,0.0,231.36,0.0,0.0,9,8,0.0,4.381111111111111,0.5157993842432239,0.0,10.0
12372.0,212,2,89.28,0.0,0.0,0.0,47.92007234273893,4,3,0.0,5.505,0.8533445695200396,0.0,11.0
12374.0,24,1,81.06,81.06,0.0,81.06,0.0,5,5,0.0,4.586,0.4369124195942603,0.0,15.0
12375.0,97,1,31.8,0.0,0.0,0.0,0.0,1,1,0.0,7.95,0.2730702622464127,0.0,14.0
12377.0,314,2,129.78,0.0,0.0,0.0,17.44133022449836,6,5,0.0,1.6616666666666664,1.0695251937984496,0.0,12.0
12378.0,129,1,412.68,0.0,0.0,0.0,0.0,18,11,0.0,3.822222222222222,0.667505085491231,0.0,10.0
12379.0,81,2,105.60000000000001,0.0,0.0,0.0,44.0,5,5,0.0,2.6100000000000003,0.7645967342899554,0.3333333333333333,14.8
12380.0,21,4,603.94,407.84000000000003,17.34,23.520184544406,28.405733827622097,15,8,0.0,2.38375,1.2032158430232558,0.0,11.125
12381.0,4,3,163.38,51.36,10.2,5.035294117647059,29.01723625709382,10,7,0.1,1.967,0.7919037605145967,0.0,10.3
12383.0,270,3,172.64,0.0,0.0,0.0,21.38089935299395,9,7,0.0,2.3477777777777775,0.7585285062400352,0.0,13.333333333333334
12384.0,28,2,117.8,20.8,0.0,20.8,65.05382386916237,3,3,0.0,16.86,0.3185819726208148,0.0,10.0
12386.0,366,1,47.7,0.0,0.0,0.0,0.0,2,2,0.0,2.1,1.0240134834240475,0.0,9.0
12388.0,75,4,247.15,0.0,0.0,0.0,44.04656626798507,10,5,0.18181818181818182,2.9681818181818183,0.7385309365300706,0.0,12.272727272727273
12390.0,79,1,45.0,0.0,0.0,0.0,0.0,1,1,0.0,15.0,0.2048026966848095,0.0,9.0
12391.0,21,1,54.81,54.81,0.0,54.81,0.0,6,5,0.0,4.361666666666666,0.2048026966848095,0.0,12.0
12393.0,71,4,225.9,0.0,0.0,0.0,63.74264663472956,9,6,0.0,1.838888888888889,1.07711047886085,0.0,12.777777777777779
12394.0,216,1,10.0,0.0,0.0,0.0,0.0,1,1,0.0,1.25,0.5461405244928254,0.0,14.0
12395.0,18,8,232.98,16.6,83.3,0.19927971188475394,46.11645338409354,13,7,0.07692307692307693,3.4130769230769236,0.6931783580101244,0.0,14.923076923076923
12397.0,35,2,256.83,0.0,139.05,0.0,28.578838324886476,13,9,0.0,3.1376923076923076,0.8034567331480988,0.0,11.307692307692308
12398.0,45,1,139.88,0.0,139.88,0.0,0.0,9,8,0.0,0.7933333333333333,1.4184483066688658,0.0,10.0
12399.0,118,3,147.98,0.0,0.0,0.0,35.090698808333,8,7,0.0,2.7944444444444443,0.9026489224256418,0.0,10.333333333333334
12401.0,302,1,15.0,0.0,0.0,0.0,0.0,1,1,0.0,3.75,0.2730702622464127,0.0,13.0
12402.0,322,1,37.2,0.0,0.0,0.0,0.0,2,2,0.0,2.45,0.5461405244928254,0.0,13.0
12405.0,148,1,121.14,0.0,0.0,0.0,0.0,5,5,0.0,2.536,1.6657285997031173,0.0,8.0
12406.0,21,2,451.6,121.32,0.0,121.32,53.66666666666667,10,7,0.0,1.6469999999999998,2.048026966848095,0.0,15.4
12407.0,49,4,334.95,0.0,98.1,0.0,37.67299490954423,11,10,0.08333333333333333,2.8066666666666666,1.4336188767936664,0.0,10.083333333333334
12408.0,32,4,318.08,0.0,91.75,0.0,39.285584415369755,9,8,0.0,5.208888888888889,0.8950636373632415,0.2,11.11111111111111
12409.0,78,2,799.2,0.0,0.0,0.0,34.333333333333336,10,8,0.0,3.374,3.7956766452251363,0.3333333333333333,11.0
12410.0,308,1,15.0,0.0,0.0,0.0,0.0,1,1,0.0,1.25,0.819210786739238,0.0,10.0
12412.0,74,2,63.36,0.0,0.0,0.0,43.840620433565945,3,2,0.0,1.343333333333333,1.0922810489856507,0.0,10.666666666666666
12413.0,66,2,153.1,0.0,0.0,0.0,102.05040771249135,8,7,0.0,4.1537500000000005,0.409605393369619,0.0,14.25
12414.0,227,1,63.60000000000001,0.0,0.0,0.0,0.0,2,2,0.0,1.3250000000000002,1.638421573478476,0.0,9.0
12415.0,24,11,10806.119999999999,418.20000000000005,0.0,418.20000000000005,13.39738239629159,64,25,0.0,2.730985915492958,5.504673420284199,0.15384615384615385,11.28169014084507
12417.0,2,7,174.41,90.4,15.299999999999999,5.908496732026145,27.12215166816805,11,9,0.09090909090909091,3.710909090909091,0.8626537830057127,0.0,13.818181818181818
12418.0,112,1,46.0,0.0,0.0,0.0,0.0,3,2,0.0,6.25,0.3640936829952169,0.0,11.0
12420.0,63,1,33.9,0.0,0.0,0.0,0.0,1,1,0.0,16.95,0.13653513112320634,0.0,8.0
12421.0,114,3,121.91,0.0,0.0,0.0,68.52432658066282,5,5,0.6,7.042,1.0786275358733302,0.0,12.8
12422.0,95,3,121.3,0.0,0.0,0.0,69.14332939626208,6,5,0.0,2.1216666666666666,0.7281873659904338,0.0,9.666666666666666
12423.0,0,7,187.32,24.000000000000004,0.0,24.000000000000004,37.04272717232948,12,9,0.0,2.6725,0.7224984021936336,0.0,10.0
12425.0,77,1,15.299999999999999,0.0,0.0,0.0,0.0,1,1,0.0,2.55,0.409605393369619,0.0,17.0
12426.0,194,1,23.4,0.0,0.0,0.0,0.0,1,1,1.0,1.95,0.819210786739238,0.0,12.0
12427.0,21,3,102.0,19.799999999999997,44.7,0.4429530201342281,150.2384216282018,5,5,0.0,2.41,0.6553686293913904,0.0,11.6
12428.0,25,5,447.24,17.0,0.0,17.0,33.358514298308855,22,15,0.0,3.466818181818182,0.8099015732535648,0.2857142857142857,9.227272727272727
12429.0,8,4,439.1,15.0,0.0,15.0,68.25359749807018,8,6,0.0,8.627777777777778,0.6068228049920282,0.0,12.222222222222221
12430.0,42,1,50.08,0.0,50.08,0.0,0.0,2,2,0.0,20.21,0.8533445695200396,0.0,15.0
12431.0,64,9,635.42,0.0,0.0,0.0,22.23149733338289,19,14,0.14285714285714285,3.651904761904762,1.0077593011474755,0.1,10.904761904761905
12432.0,42,4,1041.59,0.0,41.58,0.0,35.20143499405991,13,11,0.0,52.404999999999994,0.8094582773732947,0.0,12.428571428571429
12433.0,0,6,1231.83,559.8,100.68,5.560190703218116,43.36328389598627,40,21,0.0,2.2345238095238096,1.3572242200937772,0.0,12.880952380952381
12434.0,84,2,51.23,0.0,0.0,0.0,101.0362971081845,4,4,0.0,1.795,0.733876329787234,0.3333333333333333,12.25
12435.0,79,1,348.5,0.0,0.0,0.0,0.0,2,2,0.0,2.59,5.120067417120238,0.0,9.0
12437.0,8,9,394.64,36.3,111.62,0.325210535746282,26.328741222836406,18,11,0.0,2.5873684210526315,1.2180370908096565,0.1,11.736842105263158
12438.0,13,2,341.05,233.7,0.0,233.7,36.084391824351606,13,7,0.0,4.230769230769231,0.6249107924485212,0.0,13.0
12441.0,366,1,10.5,0.0,0.0,0.0,0.0,1,1,0.0,0.42,1.7066891390400791,0.0,10.0
12442.0,2,1,35.1,35.1,0.0,35.1,0.0,2,2,0.0,2.2,0.6144080900544285,0.0,14.0
12444.0,20,5,452.53000000000003,93.39,25.0,3.7356,15.096299824734153,23,16,0.0,4.584782608695653,0.44225509863821183,0.0,12.304347826086957
12445.0,21,1,56.0,56.0,0.0,56.0,0.0,1,1,0.0,28.0,0.13653513112320634,0.0,18.0
12446.0,57,1,83.97,0.0,83.97,0.0,0.0,5,5,0.0,4.848,0.35499134092033646,0.0,12.0
12447.0,242,1,24.85,0.0,0.0,0.0,0.0,2,2,1.0,3.1,0.3754716105888174,0.0,13.0
12448.0,43,1,4.5600000000000005,0.0,4.5600000000000005,0.0,0.0,1,1,0.0,0.19,1.638421573478476,0.0,13.0
12449.0,21,4,276.05,50.699999999999996,0.0,50.699999999999996,22.102202445484398,18,11,0.4444444444444444,2.7911111111111113,0.6599198004288306,0.0,12.333333333333334
12450.0,172,1,24.96,0.0,0.0,0.0,0.0,1,1,1.0,2.08,0.819210786739238,0.0,14.0
12451.0,10,5,1007.75,320.58000000000004,0.0,320.58000000000004,33.76642214342254,31,21,0.0,3.6648387096774195,1.3080946433416865,0.0,11.612903225806452
12452.0,16,1,50.0,50.0,0.0,50.0,0.0,3,3,0.0,4.666666666666667,0.3185819726208148,0.0,8.0
12453.0,133,1,49.8,0.0,0.0,0.0,0.0,3,2,0.0,1.3833333333333335,0.819210786739238,0.0,14.0
12455.0,72,4,181.9,0.0,0.0,0.0,45.31897531729423,8,7,0.0,5.385,1.1520151688520535,0.0,11.75
12456.0,43,3,182.07999999999998,0.0,71.5,0.0,43.07435431901446,12,9,0.08333333333333333,2.215,0.7281873659904338,0.0,12.0
12457.0,84,3,338.49,0.0,0.0,0.0,62.05374015050718,6,6,0.0,12.077142857142857,0.4583679401993356,0.0,15.285714285714286
12458.0,70,2,26.0,0.0,0.0,0.0,0.0,2,2,0.0,2.4,0.5461405244928254,0.0,12.5
12461.0,154,1,137.91000000000003,0.0,0.0,0.0,0.0,5,4,0.0,5.078,0.6144080900544285,0.0,10.0
12462.0,302,1,97.1,0.0,0.0,0.0,0.0,7,7,0.0,4.678571428571429,0.3705953559058458,0.0,14.0
12463.0,52,3,65.72999999999999,0.0,35.96,0.0,52.39561050317098,6,5,0.0,1.4583333333333333,0.6940535832096322,0.25,12.833333333333334
12464.0,9,2,104.8,59.8,0.0,59.8,0.0,2,2,0.0,14.975,0.23893647946561108,0.0,13.0
12465.0,16,2,73.14,22.8,0.0,22.8,76.0,5,5,0.0,4.184,0.518833498268184,0.0,14.2
12468.0,187,1,25.9,0.0,0.0,0.0,0.0,2,2,1.0,1.15,0.7509432211776348,0.5,11.0
12471.0,1,19,2547.01,376.01,92.39999999999999,4.069372294372295,17.04577458998414,43,15,0.0,3.359423076923077,1.2629499628896586,0.17391304347826086,11.038461538461538
12472.0,31,6,647.5,0.0,200.56,0.0,28.517064864844475,30,18,0.3548387096774194,2.79,0.8698609160268791,0.4,12.419354838709678
12473.0,53,3,378.62,0.0,260.72,0.0,23.602171510265745,17,12,0.0,2.7317647058823527,0.8553524390953808,0.25,11.058823529411764
12474.0,16,14,851.59,115.06,282.14,0.40781172467569293,13.794766635477885,40,21,0.0,2.8727906976744184,0.7033146870648884,0.06666666666666667,12.581395348837209
12475.0,53,1,52.0,0.0,52.0,0.0,0.0,3,3,0.0,1.5600000000000003,0.9557459178624443,0.0,10.0
12476.0,15,5,304.9,120.25,40.260000000000005,2.9868355688027814,51.360661818337014,15,14,0.0,5.841333333333334,0.4687706168563417,0.16666666666666666,10.666666666666666
12477.0,22,6,1314.66,133.72,75.84,1.7631856540084387,28.50386716482088,28,19,0.0,4.571333333333333,0.6917779976909121,0.0,10.733333333333333
12478.0,3,1,106.49000000000001,106.49000000000001,0.0,106.49000000000001,0.0,6,6,0.0,3.72,0.48925088652482274,0.0,9.0
12479.0,10,1,73.4,73.4,0.0,73.4,0.0,4,4,0.0,2.25,0.7509432211776348,0.5,13.0
12480.0,27,4,453.6,195.9,0.0,195.9,40.57595959101924,18,12,0.0,2.857894736842105,0.6323732388864294,0.0,14.052631578947368
12481.0,22,10,473.38,44.8,0.0,44.8,29.827103890291013,24,13,0.0,2.7895833333333333,0.8704114609104404,0.0,10.375
12483.0,40,5,120.18,0.0,47.160000000000004,0.0,49.168805441778105,8,8,0.375,3.785,1.1520151688520535,0.0,11.25
12484.0,34,4,396.2,0.0,93.25,0.0,30.58197414911508,34,26,0.35135135135135137,2.576756756756757,0.4594222655361943,0.2,13.675675675675675
12488.0,9,2,174.3,74.6,0.0,74.6,24.56769074559977,8,6,0.5,3.6125,0.5290736331024245,0.0,9.0
12489.0,335,1,60.3,0.0,0.0,0.0,0.0,2,2,0.0,3.75,0.6144080900544285,0.0,13.0
12490.0,4,10,669.24,345.58,20.8,16.614423076923075,27.420095916663954,23,17,0.25,3.3054166666666664,0.9386790264720436,0.0,12.583333333333334
12491.0,38,1,26.200000000000003,0.0,26.200000000000003,0.0,0.0,2,2,0.0,1.9000000000000001,0.5461405244928254,0.0,12.0
12492.0,62,2,37.74,0.0,0.0,0.0,29.698484809834994,3,3,0.0,1.54,0.6826756556160317,0.0,14.666666666666666
12493.0,165,2,81.5,0.0,0.0,0.0,17.897858344878397,4,4,0.0,1.94,0.7168094383968332,0.0,11.0
12494.0,15,5,202.38,54.8,15.0,3.6533333333333333,46.886683729083586,10,8,0.1,2.963,0.5871010638297872,0.16666666666666666,11.7
12497.0,81,1,230.10000000000002,0.0,0.0,0.0,0.0,2,2,0.0,1.135,7.54356599455715,0.0,12.0
12498.0,20,3,94.80000000000001,62.25,32.550000000000004,1.9124423963133639,18.0,5,5,0.0,3.09,0.5734475507174667,0.0,10.8
12500.0,22,4,360.36,149.76,185.1,0.8090761750405187,77.36224315948101,5,5,0.0,6.728,2.6760885700148442,0.0,11.0
12501.0,336,1,234.41,0.0,0.0,0.0,0.0,15,11,0.0,3.8873333333333333,0.5643452086425862,0.5,12.0
12502.0,95,5,416.8,0.0,0.0,0.0,24.62739880559505,19,14,0.0,5.0649999999999995,0.42325890648193965,0.0,10.2
12504.0,29,1,185.39999999999998,185.39999999999998,0.0,185.39999999999998,0.0,2,2,0.0,14.475,0.5120067417120238,0.0,14.0
12506.0,232,1,8.45,0.0,0.0,0.0,0.0,3,3,0.0,2.8166666666666664,0.06826756556160317,0.0,8.0
12507.0,298,1,90.0,0.0,0.0,0.0,0.0,1,1,0.0,3.75,1.638421573478476,0.0,9.0
12508.0,28,1,22.5,22.5,0.0,22.5,0.0,2,2,0.0,3.75,0.2048026966848095,0.0,16.0
12510.0,324,1,45.2,0.0,0.0,0.0,0.0,3,3,0.0,1.8166666666666667,0.6371639452416296,0.0,14.0
12512.0,65,2,29.25,0.0,0.0,0.0,0.0,5,5,0.0,3.8899999999999997,0.12288161801088571,0.0,14.0
12513.0,112,1,42.5,0.0,0.0,0.0,0.0,3,3,0.0,1.4166666666666667,0.86472249711364,0.0,10.0
12514.0,266,1,59.699999999999996,0.0,0.0,0.0,0.0,4,2,0.0,1.7249999999999999,0.5802743072736269,0.0,16.0
12515.0,352,1,107.05,0.0,0.0,0.0,0.0,6,4,0.0,5.2,0.7623211487712354,0.0,15.0
